,cog,player,name,dob,role,team,join,leave
1542,Ukraine,GeneRaL,Victor Nigrini,1996-08-05,Offlaner,Elements Pro Gaming,2015-11-24,2016-01-10
1543,Ukraine,GeneRaL,Victor Nigrini,1996-08-05,Offlaner,Natus Vincere,2016-02-23,
1544,Germany,German player,Matthias Deutschmann,N/A,Support,Valkyrie eSports,2016-08-01,2016-10-21
1545,Russia,GGwpLanaya,Vlad Malikov,N/A,Solo Middle,ThePressure,2014-08-15,2014-??-??
1546,Russia,GGwpLanaya,Vlad Malikov,N/A,Solo Middle,Big Red Machine,2015-12-08,2016-??-??
1547,Russia,GGwpLanaya,Vlad Malikov,N/A,Solo Middle,Yellow Submarine,2016-03-27,2016-04-07
1548,Russia,GGwpLanaya,Vlad Malikov,N/A,Solo Middle,Effect,2016-10-??,2016-11-??
1549,Russia,GGwpLanaya,Vlad Malikov,N/A,Solo Middle,Comanche,2017-05-24,2017-07-02
1550,Lebanon,GH,Maroun Merhej,N/A,Support,Wired Gaming,2014-??-??,201?-??-??
1551,Lebanon,GH,Maroun Merhej,N/A,Support,E-LAB,2015-08-29,2016-??-??
1552,Lebanon,GH,Maroun Merhej,N/A,Support,Team Liquid,2017-01-02,
1553,China,Ghost (player),Zheng Jie,N/A,Solo Middle,FTD Club B,2015-12-08,2016-03-22
1554,China,Ghost (player),Zheng Jie,N/A,Solo Middle,FTD Club C,2016-03-22,2016-09-04
1555,China,Ghost (player),Zheng Jie,N/A,Solo Middle,Vici Gaming,2016-09-17,2016-11-18
1556,China,Ghost (player),Zheng Jie,N/A,Solo Middle,Vici Gaming,2016-11-18,2017-03-15
1557,China,Ghost (player),Zheng Jie,N/A,Solo Middle,Vici Gaming Potential,2017-03-15,2017-09-06
1558,China,Ghost (player),Zheng Jie,N/A,Solo Middle,VGJ.Thunder,2017-09-06,2017-09-30
1559,China,Ghost (player),Zheng Jie,N/A,Solo Middle,VGJ.Thunder,2017-09-30,2017-11-??
1560,China,Ghost (player),Zheng Jie,N/A,Solo Middle,Eclipse,2017-11-??,
1561,Ukraine,Ghostik,Andrey Kadyk,1994-08-24,Offlaner,aSpera,2015-08-20,2015-09-05
1562,Ukraine,Ghostik,Andrey Kadyk,1994-08-24,Offlaner,Fantastic Five 2015,2015-10-19,2016-01-06
1563,Ukraine,Ghostik,Andrey Kadyk,1994-08-24,Offlaner,RoX,2016-01-06,2016-03-05
1564,Ukraine,Ghostik,Andrey Kadyk,1994-08-24,Offlaner,Fantastic Five,2016-03-27,2016-05-11
1565,Ukraine,Ghostik,Andrey Kadyk,1994-08-24,Offlaner,Team Spirit,2016-05-11,2016-09-05
1566,Ukraine,Ghostik,Andrey Kadyk,1994-08-24,Offlaner,Team Empire,2016-09-05,
1567,Italy,GiGA,Gabriele Giganti,N/A,Support,Team Bad English,2015-09-??,2015-12-08
1568,Italy,GiGA,Gabriele Giganti,N/A,Support,PRIES,2015-12-08,2016-02-25
1569,China,Gintoki,Li Chunbo,N/A,Carry,Dream Gaming,2014-05-??,2015-04-??
1570,China,Gintoki,Li Chunbo,N/A,Carry,We Are Young,2015-12-??,2016-12-31
1571,China,Gintoki,Li Chunbo,N/A,Carry,Rock.Y,2017-05-04,
1572,Philippines,Gio,Jose Ramolete,N/A,Support,Mineski,2013-10-02,2014-06-10
1573,Philippines,Gio,Jose Ramolete,N/A,Support,Mineski,2015-04-10,2015-08-28
1574,Philippines,Gnoji,Ceejay Pelagio,N/A,Carry,TnC Gaming,2015-01-22,2015-10-??
1575,Sweden,GoAudio,Tobi Strand,N/A,Carry,Svenhunterz,2012-??-??,2013-01-27
1576,Sweden,GoAudio,Tobi Strand,N/A,Carry,TCM-Gaming,2013-01-27,2013-08-29
1577,Sweden,GoAudio,Tobi Strand,N/A,Carry,aSpera,2013-08-30,2013-10-??
1578,Ukraine,Goblak,Artur Kostenko,1988-12-04,Analyst,Wolker Gaming,2007-10-15,2008
1579,Ukraine,Goblak,Artur Kostenko,1988-12-04,Analyst,DTS,2008-11-21,2009
1580,Ukraine,Goblak,Artur Kostenko,1988-12-04,Analyst,Natus Vincere,2010-10-22,2011-06-17
1581,Ukraine,Goblak,Artur Kostenko,1988-12-04,Analyst,The Retry,2011-12-08,2012-01-09
1582,Ukraine,Goblak,Artur Kostenko,1988-12-04,Analyst,DTS Gaming,2012-01-09,2012-05-20
1583,Ukraine,Goblak,Artur Kostenko,1988-12-04,Analyst,Darer,2012-05-24,2012-09-12
1584,Ukraine,Goblak,Artur Kostenko,1988-12-04,Analyst,Team Empire,2012-09-13,2013-04-16
1585,Ukraine,Goblak,Artur Kostenko,1988-12-04,Analyst,DD.Dota,2013-04-29,2013-06-04
1586,Ukraine,Goblak,Artur Kostenko,1988-12-04,Analyst,Quantic Gaming,2013-06-04,2013-08-29
1587,Ukraine,Goblak,Artur Kostenko,1988-12-04,Analyst,Virtus.pro,2013-08-29,2013-10-08
1588,Ukraine,Goblak,Artur Kostenko,1988-12-04,Analyst,RoX,2013-25-10,2014-05-31
1589,Ukraine,Goblak,Artur Kostenko,1988-12-04,Analyst,NVMI,2014-08-07,2014-09-18
1590,Ukraine,Goblak,Artur Kostenko,1988-12-04,Analyst,Virtus.pro Polar,2014-09-18,2014-11-01
1591,Ukraine,Goblak,Artur Kostenko,1988-12-04,Analyst,Natus Vincere,2014-11-01,2015-03-25
1592,Ukraine,Goblak,Artur Kostenko,1988-12-04,Analyst,4 Clover & Lepricon,2015-03-??,2015-05-03
1593,Ukraine,Goblak,Artur Kostenko,1988-12-04,Analyst,Dota AllStars,2015-05-16,2015-05-17
1594,Ukraine,Goblak,Artur Kostenko,1988-12-04,Analyst,newteam123123,2015-08-20,2015-10-06
1595,Ukraine,Goblak,Artur Kostenko,1988-12-04,Analyst,PRIES Gaming,2015-10-06,2015-10-??
1596,Ukraine,Goblak,Artur Kostenko,1988-12-04,Analyst,CIS Rejects,2015-11-04,2015-12-06
1597,Ukraine,Goblak,Artur Kostenko,1988-12-04,Analyst,Team Spirit,2015-12-06,2016-08-01
1598,Kazakhstan,Goddam,Dulat Seidimomyn,1995-12-09,Support,Kompas.Gaming,2014-07-20,2014-10-30
1599,Kazakhstan,Goddam,Dulat Seidimomyn,1995-12-09,Support,HellRaisers,2014-10-30,2016-03-22
1600,Kazakhstan,Goddam,Dulat Seidimomyn,1995-12-09,Support,Power Rangers,2016-03-26,2016-11-04
1601,Australia,Godot,Darcy Milho,1991-09-28,Solo Middle,Natural 9,2011-11-02,2012-01-21
1602,Australia,Godot,Darcy Milho,1991-09-28,Solo Middle,Absolute Legends,2012-01-21,2012-08-09
1603,Australia,Godot,Darcy Milho,1991-09-28,Solo Middle,Natural 9,2012-08-09,2013-02-11
1604,Australia,Godot,Darcy Milho,1991-09-28,Solo Middle,Team Immunity,2014-04-08,2014-09-26
1605,Australia,Godot,Darcy Milho,1991-09-28,Solo Middle,Can't Say Wips,2014-09-26,2015-05-30
1606,Australia,Godot,Darcy Milho,1991-09-28,Solo Middle,Can't Say Wips,2015-06-17,2015-??-??
1607,Australia,Godot,Darcy Milho,1991-09-28,Solo Middle,Spac_ Creators,2015-10-05,2016-??-??
1608,Australia,Godot,Darcy Milho,1991-09-28,Solo Middle,Can't Say Wips,2015-02-02,2016-08-15
1609,Australia,Godot,Darcy Milho,1991-09-28,Solo Middle,Arcanys Gaming,2016-08-15,2016-10-22
1610,Australia,Godot,Darcy Milho,1991-09-28,Solo Middle,See You Again,2017-01-07,2017-??-??
1611,Australia,GoDz,David Parker,1990-02-27,Caster,Natural 9,2010-??-??,2011-??-??
1612,Australia,GoDz,David Parker,1990-02-27,Caster,Natural 9,2011-??-??,2012-01-21
1613,Australia,GoDz,David Parker,1990-02-27,Caster,Absolute Legends,2012-01-21,2012-08-09
1614,Australia,GoDz,David Parker,1990-02-27,Caster,Natural 9,2012-08-09,2013-02-11
1615,Russia,Gorec,Ivan Kartankov,N/A,Offlaner,Kompas.Gaming,2014-03-??,2014-10-30
1616,Russia,Gorec,Ivan Kartankov,N/A,Offlaner,HellRaisers,2014-10-30,2015-06-16
1617,Russia,Gorec,Ivan Kartankov,N/A,Offlaner,Power Rangers,2015-06-16,2015-07-31
1618,Russia,Gorec,Ivan Kartankov,N/A,Offlaner,Arcade.PowerRangers,2015-07-31,2015-08-26
1619,Russia,Gorec,Ivan Kartankov,N/A,Offlaner,CIS Rejects,2015-09-03,2015-10-??
1620,Russia,Gorec,Ivan Kartankov,N/A,Offlaner,Yellow Submarine,2015-10-24,2016-03-27
1621,Sweden,Gorgc,Janne Stefanovski,1993-10-28,Carry,Memento Mori,2016-09-17,2016-11-16
1622,Sweden,Gorgc,Janne Stefanovski,1993-10-28,Carry,Horde,2016-11-16,2017-03-20
1623,USA,GranDGranT,Grant Harris,N/A,Caster,Evil Geniuses,2017-10-01,
1624,Peru,Greedy,Alexis Ventura,N/A,Offlaner,Union Gaming,2014-12-10,2015-??-??
1625,Peru,Greedy,Alexis Ventura,N/A,Offlaner,Team Unknown,2015-??-??,2015-12-06
1626,Peru,Greedy,Alexis Ventura,N/A,Offlaner,Artyk Gaming,2015-12-06,2015-12-16
1627,Peru,Greedy,Alexis Ventura,N/A,Offlaner,Slayers of Gods,2015-12-16,2015-12-??
1628,Peru,Greedy,Alexis Ventura,N/A,Offlaner,Infamous,2015-12-??,2016-07-08
1629,Peru,Greedy,Alexis Ventura,N/A,Offlaner,Not Today,2016-09-15,2016-12-14
1630,Peru,Greedy,Alexis Ventura,N/A,Offlaner,Not Today,2017-01-07,2017-02-06
1631,Peru,Greedy,Alexis Ventura,N/A,Offlaner,Not Today,2017-02-16,2017-02-16
1632,Peru,Greedy,Alexis Ventura,N/A,Offlaner,Infamous,2017-02-16,2017-03-31
1633,Peru,Greedy,Alexis Ventura,N/A,Offlaner,Thunder Bolt,2017-06-22,2017-07-07
1634,Peru,Greedy,Alexis Ventura,N/A,Offlaner,Thunder Awaken,2017-07-07,2017-08-03
1635,Peru,Greedy,Alexis Ventura,N/A,Offlaner,Mad Kings,2017-09-09,2017-11-??
1636,Peru,Greedy,Alexis Ventura,N/A,Offlaner,Luccini,2017-11-??, 2018-01-??
1637,Peru,Greedy,Alexis Ventura,N/A,Offlaner,Mad Kings,2018-01-??,
1638,USA,Guanzo,Eric Guan,N/A,Offlaner,Eosin + 4,2012-??-??,2013-05-06
1639,USA,Guanzo,Eric Guan,N/A,Offlaner,Denial eSports,2013-05-06,2013-06-??
1640,USA,Guanzo,Eric Guan,N/A,Offlaner,Osiris Gaming,2014-??-??,2014-??-??
1641,USA,Guanzo,Eric Guan,N/A,Offlaner,ROOT Gaming,2015-03-04,2015-05-??
1642,Venezuela,Gudii,William Aguilera,1991-08-20,Support,Grats ThO,2013-??-??,2013-??-??
1643,Venezuela,Gudii,William Aguilera,1991-08-20,Support,Typical Mistakes,2013-??-??,2013-??-??
1644,Venezuela,Gudii,William Aguilera,1991-08-20,Support,Shadow Fiend Eats Cake,2014-??-??,2014-??-??
1645,Venezuela,Gudii,William Aguilera,1991-08-20,Support,No Earthspirit,2014-??-??,2014-??-??
1646,Venezuela,Gudii,William Aguilera,1991-08-20,Support,Wheel,2014-11-14,2015-??-??
1647,Venezuela,Gudii,William Aguilera,1991-08-20,Support,Not Today,2015-09-02,2016-??-??
1648,Germany,H4nn1,Kai Hanbückers,N/A,Support,Fnatic.EU,2012-04-17,2014-12-02
1649,Germany,H4nn1,Kai Hanbückers,N/A,Support,MeePwn'd,2015-01-10,2015-03-05
1650,Germany,H4nn1,Kai Hanbückers,N/A,Support,4 Clover & Lepricon,2015-03-??,2015-05-05
1651,Germany,H4nn1,Kai Hanbückers,N/A,Support,January 25th,2017-01-06,2017-01-25
1652,Germany,H4nn1,Kai Hanbückers,N/A,Support,Ninjas in Pyjamas,2017-01-25,2017-06-04
1653,Singapore,Hana,Paul Tan,N/A,Offlaner,First Departure,2012-10-03,2014-01-26
1654,Singapore,Hana,Paul Tan,N/A,Offlaner,Scythe Gaming,2014-01-26,2014-08-09
1655,Singapore,Hana,Paul Tan,N/A,Offlaner,First Departure,2014-11-05,2015-01-11
1656,Singapore,Hana,Paul Tan,N/A,Offlaner,First Departure,2015-06-06,2016-??-??
1657,Sweden,Handsken,Simon Haag,1994-04-24,Support,LAJONS,2014-11-20,2015-01-01
1658,Sweden,Handsken,Simon Haag,1994-04-24,Support,Ninjas in Pyjamas,2015-01-01,2015-11-13
1659,Sweden,Handsken,Simon Haag,1994-04-24,Support,compLexity Gaming,2015-11-24,2016-08-30
1660,Sweden,Handsken,Simon Haag,1994-04-24,Support,Alliance,2016-09-16,2017-08-18
1661,Sweden,Handsken,Simon Haag,1994-04-24,Support,No Diggity,2017-09-04,2017-09-24
1662,Sweden,Handsken,Simon Haag,1994-04-24,Support,The Final Tribe,2017-10-04,
1663,USA,HANNAH MONTANA,Tony Talavera,1992-01-01,Offlaner,FIRE,2011-??-??,2012-02-16
1664,USA,HANNAH MONTANA,Tony Talavera,1992-01-01,Offlaner,compLexity,2012-02-16,2012-??-??
1665,USA,HANNAH MONTANA,Tony Talavera,1992-01-01,Offlaner,Fnatic.NA,2013-02-25,2013-05-??
1666,China,Hao,Chen Zhihao,1990-07-28,Carry,TyLoo,2011-06-16,2011-08-28
1667,China,Hao,Chen Zhihao,1990-07-28,Carry,TongFu,2012-04-01,2013-09-04
1668,China,Hao,Chen Zhihao,1990-07-28,Carry,Invictus Gaming,2013-09-04,2014-02-20
1669,China,Hao,Chen Zhihao,1990-07-28,Carry,Newbee,2014-02-23,2015-03-10
1670,China,Hao,Chen Zhihao,1990-07-28,Carry,Vici Gaming,2015-03-10,2015-09-03
1671,China,Hao,Chen Zhihao,1990-07-28,Carry,Newbee,2015-09-03,2016-08-18
1672,China,Hao,Chen Zhihao,1990-07-28,Carry,Newbee,2016-08-18,2017-05-12
1673,China,Hao,Chen Zhihao,1990-07-28,Carry,Vici Gaming,2017-05-12,2017-09-06
1674,South Korea,Heen,Lee Seung,1987-02-28,Coach,xDT,2007 — 200,
1675,South Korea,Heen,Lee Seung,1987-02-28,Coach,Sponsor us Please,2009 — 200,
1676,South Korea,Heen,Lee Seung,1987-02-28,Coach,How.kr,2009 — 201,
1677,South Korea,Heen,Lee Seung,1987-02-28,Coach,MVP Phoenix,2013-11-01,2015-02-26
1678,South Korea,Heen,Lee Seung,1987-02-28,Coach,MVP HOT6ix,2015-02-26,2015-08-25
1679,South Korea,Heen,Lee Seung,1987-02-28,Coach,MVP Phoenix,2015-08-25,2015-12-08
1680,South Korea,Heen,Lee Seung,1987-02-28,Coach,Team Liquid,2016-05-10,
1681,Japan,Heromu,Hiromu Hosoya,N/A,Solo Middle,AffectioN!,2014-06-28,2015-01-05
1682,Japan,Heromu,Hiromu Hosoya,N/A,Solo Middle,DeToNator,2015-01-05,
1683,Denmark,HesteJoe-Rotten,Mikki Mørch,1991-03-27,Offlaner,3DMAX,2012-11-13,2013-04-03
1684,Denmark,HesteJoe-Rotten,Mikki Mørch,1991-03-27,Offlaner,Lions Pride,2013-05-10,2013-07-26
1685,Denmark,HesteJoe-Rotten,Mikki Mørch,1991-03-27,Offlaner,Team NewGeneration,2013-07-26,????-??-??
1686,Denmark,HesteJoe-Rotten,Mikki Mørch,1991-03-27,Offlaner,Danish Bears,2015-08-31,2016-06-24
1687,Denmark,HesteJoe-Rotten,Mikki Mørch,1991-03-27,Offlaner,The Imperial,2016-06-24,2016-12-09
1688,Denmark,HesteJoe-Rotten,Mikki Mørch,1991-03-27,Offlaner,Danish Bears,2016-12-09,2017-01-05
1689,Denmark,HesteJoe-Rotten,Mikki Mørch,1991-03-27,Offlaner,Cloud9,2017-01-05,2017-05-13
1690,Denmark,HesteJoe-Rotten,Mikki Mørch,1991-03-27,Offlaner,Danish Bears,2017-05-19,
1691,Brazil,HFn,William Medeiros,1997-08-31,Solo Middle,paiN Gaming,2013-08-15,2013-09-23
1692,Brazil,HFn,William Medeiros,1997-08-31,Solo Middle,Jungles King,2014-03-20,2014-07-03
1693,Brazil,HFn,William Medeiros,1997-08-31,Solo Middle,South American Rejects,2014-08-03,2014-09-06
1694,Brazil,HFn,William Medeiros,1997-08-31,Solo Middle,Keyd Stars,2014-09-09,2014-11-28
1695,Brazil,HFn,William Medeiros,1997-08-31,Solo Middle,Rebeldes,2014-11-28,2015-04-??
1696,Brazil,HFn,William Medeiros,1997-08-31,Solo Middle,paiN Gaming,2015-06-30,2015-11-03
1697,Brazil,HFn,William Medeiros,1997-08-31,Solo Middle,T Show,2015-11-03,2016-03-21
1698,Brazil,HFn,William Medeiros,1997-08-31,Solo Middle,Team Archon,2015-03-21,2016-03-25
1699,Brazil,HFn,William Medeiros,1997-08-31,Solo Middle,T Show,2016-03-26,2016-04-28
1700,Brazil,HFn,William Medeiros,1997-08-31,Solo Middle,Dragneel,2016-04-29,2016-05-06
1701,Brazil,HFn,William Medeiros,1997-08-31,Solo Middle,T Show,2016-05-07,2016-05-24
1702,Brazil,HFn,William Medeiros,1997-08-31,Solo Middle,paiN Gaming,2016-05-25,2016-10-19
1703,Brazil,HFn,William Medeiros,1997-08-31,Solo Middle,Kingao+4,2016-10-19,2016-11-13
1704,Brazil,HFn,William Medeiros,1997-08-31,Solo Middle,SG e-sports,2016-11-13,2017-08-29
1705,Brazil,HFn,William Medeiros,1997-08-31,Solo Middle,Digital Chaos.SA,2017-09-13,2017-10-02
1706,Brazil,HFn,William Medeiros,1997-08-31,Solo Middle,Midas Club Elite,2017-10-25,2017-11-10
1707,Brazil,HFn,William Medeiros,1997-08-31,Solo Middle,paiN Gaming,2017-11-10,
1708,Jordan,Hook (player),Mohammad Al,1996-01-15,Solo Middle,Balkan Bears,2015-04-18,2015-05-11
1709,Jordan,Hook (player),Mohammad Al,1996-01-15,Solo Middle,No Logic Gaming,2015-09-26,2015-10-04
1710,Jordan,Hook (player),Mohammad Al,1996-01-15,Solo Middle,Mamas Boys,2016-01-02,2016-03-??
1711,South Korea,HooNji,Baek Ji,N/A,Support,MVP,2013-09-01,2014-01-14
1712,South Korea,HooNji,Baek Ji,N/A,Support,MVP HOT6ix,2016-06-21,2017-01-09
1713,South Korea,HooNji,Baek Ji,N/A,Support,MVP HOT6ix,2017-01-09,
1714,France,Hugo,Hugo Fouques,1989-12-19,Support,Zero Respect,2013-??-??,2013-11-30
1715,France,Hugo,Hugo Fouques,1989-12-19,Support,WARMAKER,2013-12-01,2014-01-26
1716,France,Hugo,Hugo Fouques,1989-12-19,Support,Zero Respect,2014-01-26,2015-20-05
1717,France,Hugo,Hugo Fouques,1989-12-19,Support,Zero Respect,2017-02-??,2017-09-15
1718,China,Hy,Zheng Shuo,N/A,Support,MAX.Y,2016-04-01,2017-02-15
1719,China,Hy,Zheng Shuo,N/A,Support,Team MAX,2017-02-15,
1720,Denmark,Hyac,Per Schmidt,N/A,Support,Gamer University,2012-06-12,2012-11-13
1721,Denmark,Hyac,Per Schmidt,N/A,Support,3DMAX,2012-11-13,2013-04-03
1722,Singapore,Hyhy,Benedict Lim,1990-03-06,Offlaner,Scythe Gaming,2011-08-01,2011-09-11
1723,Singapore,Hyhy,Benedict Lim,1990-03-06,Offlaner,Meet Your Makers,2011-09-11,2012-03-29
1724,Singapore,Hyhy,Benedict Lim,1990-03-06,Offlaner,Team Zenith,2012-03-29,2012-09-18
1725,China,Hym,Xu Zhi,N/A,Support,Victory O Lord,2015-07-03,2015-09-14
1726,China,Hym,Xu Zhi,N/A,Support,HyperGloryTeam,2015-09-14,2015-11-14
1727,China,Hym,Xu Zhi,N/A,Support,EHOME.Luminous,2015-11-??,2015-12-??
1728,China,Hym,Xu Zhi,N/A,Support,Vici Gaming,2016-03-20,2016-09-14
1729,China,Hym,Xu Zhi,N/A,Support,Team VGJ,2016-09-17,2016-12-26
1730,China,Hym,Xu Zhi,N/A,Support,Vici Gaming,2016-12-26,2017-09-02
1731,China,Hym,Xu Zhi,N/A,Support,EHOME,2017-09-02,
1732,Peru,Iwo,Iwo Bejar,N/A,Carry,Gamer University,2012-12-15,2013-02-01
1733,Peru,Iwo,Iwo Bejar,N/A,Carry,Artyk Gaming,2013-02-01,2013-06-25
1734,Peru,Iwo,Iwo Bejar,N/A,Carry,Denial eSports,2013-06-25,2013-08-14
1735,Peru,Iwo,Iwo Bejar,N/A,Carry,Revenge eSports,2013-08-14,2014-02-17
1736,Peru,Iwo,Iwo Bejar,N/A,Carry,Union Gaming,2014-04-09,2014-04-30
1737,Peru,Iwo,Iwo Bejar,N/A,Carry,Not Today,2014-06-17,2015-01-28
1738,Peru,Iwo,Iwo Bejar,N/A,Carry,Battle Zone,2015-02-??,2015-??-??
1739,Peru,Iwo,Iwo Bejar,N/A,Carry,Not Today,2015-09-02,2015-11-26
1740,Peru,Iwo,Iwo Bejar,N/A,Carry,Elite Wolves,2015-11-26,2017-02-18
1741,Canada,IAnnihilate,Danny Cote,N/A,Solo Middle,MVP Hot6ix,2014-01-14,2014-04-03
1742,Canada,IAnnihilate,Danny Cote,N/A,Solo Middle,Shadows of the Past,2014-??-??,2014-??-??
1743,Canada,IAnnihilate,Danny Cote,N/A,Solo Middle,Black Sheep,2015-??-??,2016-??-??
1744,Canada,IAnnihilate,Danny Cote,N/A,Solo Middle,Hard Question,2016-??-??,2016-??-??
1745,Canada,IAnnihilate,Danny Cote,N/A,Solo Middle,Team Red,2017-01-04,2017-05-23
1746,Canada,IAnnihilate,Danny Cote,N/A,Solo Middle,Wheel Whreck While Whistling,2017-05-23,2017-10-??
1747,Malaysia,Ice (player),Chua Chee,N/A,Support,Orange,2012-01-19,2013-01-25
1748,Malaysia,Ice (player),Chua Chee,N/A,Support,Zenith,2013-01-25,2013-08-21
1749,Malaysia,Ice (player),Chua Chee,N/A,Support,Titan,2013-08-22,2013-11-30
1750,Malaysia,Ice (player),Chua Chee,N/A,Support,G Guard Esports,2015-03-18,2015-04-02
1751,Malaysia,Ice (player),Chua Chee,N/A,Support,Team 123,2015-08-22,2015-12-13
1752,Malaysia,Ice (player),Chua Chee,N/A,Support,Taring,2015-12-13,2016-04-11
1753,Malaysia,Ice (player),Chua Chee,N/A,Support,Orange.Taring,2016-04-11,2016-08-31
1754,Ukraine,Iceberg,Bogdan Vasylenko,1997-04-13,Solo Middle,Duza Gaming,201?-??-??,201?-??-??
1755,Ukraine,Iceberg,Bogdan Vasylenko,1997-04-13,Solo Middle,.aSpera.,2015-??-??,2015-06-25
1756,Ukraine,Iceberg,Bogdan Vasylenko,1997-04-13,Solo Middle,CIS Rejects,2015-09-03,2015-12-06
1757,Ukraine,Iceberg,Bogdan Vasylenko,1997-04-13,Solo Middle,Team Spirit,2015-12-06,2016-06-08
1758,Ukraine,Iceberg,Bogdan Vasylenko,1997-04-13,Solo Middle,Polarity,2016-06-08,2016-06-30
1759,Ukraine,Iceberg,Bogdan Vasylenko,1997-04-13,Solo Middle,Vega Squadron,2016-08-21,2016-11-13
1760,Ukraine,Iceberg,Bogdan Vasylenko,1997-04-13,Solo Middle,Team Spirit,2016-12-15,2017-11-18
1761,China,Iceice,Li Peng,1995-08-06,Support,Big God,2015-01-12,2015-03-15
1762,China,Iceice,Li Peng,1995-08-06,Support,Wings Gaming,2015-08-25,2017-04-19
1763,China,Iceice,Li Peng,1995-08-06,Support,Team Random,2017-04-19,2017-05-19
1764,China,Iceice,Li Peng,1995-08-06,Support,Sun Gaming,2017-09-12,
1765,Singapore,Iceiceice,Daryl Koh,1990-06-17,Offlaner,mVp,2005 — 200,
1766,Singapore,Iceiceice,Daryl Koh,1990-06-17,Offlaner,Zenith,2006 — 200,
1767,Singapore,Iceiceice,Daryl Koh,1990-06-17,Offlaner,KingSurf,2008 — 200,
1768,Singapore,Iceiceice,Daryl Koh,1990-06-17,Offlaner,AEON.sg,2009 — 200,
1769,Singapore,Iceiceice,Daryl Koh,1990-06-17,Offlaner,Scythe.SG,2011-08-01,2011-09-11
1770,Singapore,Iceiceice,Daryl Koh,1990-06-17,Offlaner,MYM,2011-09-11,2012-01-04
1771,Singapore,Iceiceice,Daryl Koh,1990-06-17,Offlaner,Zenith,2012-03-29,2013-09-04
1772,Singapore,Iceiceice,Daryl Koh,1990-06-17,Offlaner,Team DK,2013-09-04,2014-08-26
1773,Singapore,Iceiceice,Daryl Koh,1990-06-17,Offlaner,Vici Gaming,2014-08-26,2016-03-08
1774,Singapore,Iceiceice,Daryl Koh,1990-06-17,Offlaner,EHOME,2016-03-08,2016-08-29
1775,Singapore,Iceiceice,Daryl Koh,1990-06-17,Offlaner,Team Faceless,2016-09-03,2017-07-04
1776,Singapore,Iceiceice,Daryl Koh,1990-06-17,Offlaner,Mineski,2017-08-16,
1777,China,Icy,Wang Peng,1991-01-24,Support,World Elite,2011-??-??,2012-??-??
1778,China,Icy,Wang Peng,1991-01-24,Support,RaTtLeSnAkE,2013-01-18,2014-03-09
1779,China,Icy,Wang Peng,1991-01-24,Support,LGD.Taobao.cn,2014-03-09,2014-08-13
1780,China,Icy,Wang Peng,1991-01-24,Support,HyperGloryTeam,2014-08-13,2015-03-30
1781,China,Icy,Wang Peng,1991-01-24,Support,Dream Gaming,2015-04-??,2015-09-03
1782,China,Icy,Wang Peng,1991-01-24,Support,CDEC Youth,2015-09-03,2016-03-24
1783,China,Icy,Wang Peng,1991-01-24,Support,FTD club A,2016-03-24,2016-05-30
1784,China,Icy,Wang Peng,1991-01-24,Support,Wings.Red,2017-02-28,2017-09-23
1785,China,Icy,Wang Peng,1991-01-24,Support,Newbee Young,2017-09-23,
1786,Mexico,Ifrit,Jesús Valencia,N/A,Solo Middle,Not Today,2015-02-02,2015-06-11
1787,Mexico,Ifrit,Jesús Valencia,N/A,Solo Middle,EverNovaS,2016-03-26,2016-05-15
1788,Mexico,Ifrit,Jesús Valencia,N/A,Solo Middle,Wheel Whreck While Whistling,2017-??-??,2017-??-??
1789,Russia,Illidan,Ilya Pivcaev,1991-08-13,Carry,Virtus.pro,2012-09-16,2013-08-15
1790,Russia,Illidan,Ilya Pivcaev,1991-08-13,Carry,Poseidon,2013-08-30,2013-11-30
1791,Russia,Illidan,Ilya Pivcaev,1991-08-13,Carry,Virtus.pro,2013-11-30,2014-08-07
1792,Russia,Illidan,Ilya Pivcaev,1991-08-13,Carry,NVMI,2014-08-07,2014-09-18
1793,Russia,Illidan,Ilya Pivcaev,1991-08-13,Carry,Virtus.pro Polar,2014-09-18,2015-01-18
1794,Russia,Illidan,Ilya Pivcaev,1991-08-13,Carry,ASUS.Polar,2015-01-18,2015-04-15
1795,Russia,Illidan,Ilya Pivcaev,1991-08-13,Carry,Virtus.pro,2015-04-15,2015-12-02
1796,Russia,Illidan,Ilya Pivcaev,1991-08-13,Carry,Elements Pro Gaming,2015-12-08,2016-01-10
1797,Russia,Illidan,Ilya Pivcaev,1991-08-13,Carry,Team Spirit,2016-03-21,2016-05-11
1798,Russia,Illidan,Ilya Pivcaev,1991-08-13,Carry,Fantastic Five,2016-07-29,2017-03-09
1799,Russia,Illidan,Ilya Pivcaev,1991-08-13,Carry,Thug Life,2017-04-14,2017-05-09
1800,Russia,Illidan,Ilya Pivcaev,1991-08-13,Carry,Elements Pro Gaming,2017-06-07,2017-06-25
1801,Russia,Illidan,Ilya Pivcaev,1991-08-13,Carry,SFTe-sports,2017-08-30,2017-10-16
1802,Russia,Illidan,Ilya Pivcaev,1991-08-13,Carry,No Rats,2017-10-16,2017-11-10
1803,Russia,Illidan,Ilya Pivcaev,1991-08-13,Carry,Team Spirit,2017-11-10,2017-12-09
1804,Russia,Illidan,Ilya Pivcaev,1991-08-13,Carry,Team Spirit,2017-12-09,
1805,Indonesia,IlLogic,Bruce Ervandi,N/A,Support,Zero Latitude,2016-01-06,2016-04-30
