,cog,player,name,dob,role,team,join,joinelo32,joinelo64,joinglicko,joinglickomu,joinglickophi,joinglickosigma,joinglicko2,joinglicko2mu,joinglicko2phi,joinglicko2sigma,leave,leaveelo32,leaveelo64,leaveglicko,leaveglickomu,leaveglickophi,leaveglickosigma,leaveglicko2,leaveglicko2mu,leaveglicko2phi,leaveglicko2sigma
323,Germany,Black^,Dominik Reitmeier,1993-05-27,1,NO-VASELINE,2015-12-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-12-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
324,Germany,Black^,Dominik Reitmeier,1993-05-27,1,Team Faceless,2016-09-03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-07-04,1052.2413133320385,1054.7295777474599,1511.5993130337235,1859.9120813503953,,139.3251073266687,1768.885126292436,1859.9120813503953,,139.3251073266687
325,Germany,Blazemon,Jamal Sohail,1996-02-13,1,hehe united,2015-12-12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-01-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
326,Germany,Blazemon,Jamal Sohail,1996-02-13,1,Be Water My Friend,2016-01-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-05-18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
327,Germany,Blazemon,Jamal Sohail,1996-02-13,1,Valkyrie eSports,2016-06-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-07-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
328,Germany,Blazemon,Jamal Sohail,1996-02-13,1,Going in,2017-01-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-03-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
329,Germany,Blazemon,Jamal Sohail,1996-02-13,1,PENTA Sports,2017-03-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-08-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
330,China,BLink,Zhou Yang,1992-07-31,1,Speed Gaming.cn,2014-03-18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-08-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
331,China,BLink,Zhou Yang,1992-07-31,1,Wings Gaming,2014-10-27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-05-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
332,China,BLink,Zhou Yang,1992-07-31,1,Wings Gaming,2015-08-25,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-04-19,995.4095226751042,1007.3065193127215,1634.4680417599043,1880.605707199366,,98.45506617578471,1758.7666036906899,1880.605707199366,,98.45506617578471
333,China,BLink,Zhou Yang,1992-07-31,1,Team Random,2017-04-19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-05-19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
334,China,BLink,Zhou Yang,1992-07-31,1,Sun Gaming,2017-07-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
335,USA,Blitz,William Lee,1990-05-21,1,ROOT Gaming,2012-05-12,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-10-20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
336,USA,Blitz,William Lee,1990-05-21,1,Turtle Masters,2012-12-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-02-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
337,USA,Blitz,William Lee,1990-05-21,1,Team Dignitas,2013-10-13,1088.1978964881832,1101.2082974500806,1557.9725165316956,1742.945035558076,,73.98900761055211,1557.9725165316956,1742.945035558076,,73.98900761055211,2013-10-27,992.2454972304424,940.6817720619754,1526.6296946626173,1687.1302738761312,,64.20023168540553,1569.5557661133046,1687.1302738761312,,64.20023168540553
338,USA,Blitz,William Lee,1990-05-21,1,For Our Utopia,2013-11-17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-12-03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
339,USA,Blitz,William Lee,1990-05-21,1,Team Zephyr,2014-01-03,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-01-13,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
340,USA,Blitz,William Lee,1990-05-21,1,FIRE,2015-08-23,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-10-02,1093.8634302467028,1131.1143840443985,1701.6845147762733,1925.3589979167928,,89.46979325620778,1637.1412639307546,1925.3589979167928,,89.46979325620778
341,USA,Blitz,William Lee,1990-05-21,1,Team Liquid,2016-??-??,1156.482598585412,1217.9324162820558,1623.5106802779346,2185.1768709209837,,224.66647625721959,1623.5106802779346,2185.1768709209837,,224.66647625721959,2016-07-27,1221.8921883637697,1320.0972456719874,1769.8117841454823,2118.008397457483,,139.2786453248003,1877.3922056867427,2118.008397457483,,139.2786453248003
342,USA,Blitz,William Lee,1990-05-21,1,Digital Chaos,2016-08-25,1255.2631715096197,1384.0808646512698,1779.099776857077,2092.724862486088,,125.45003425160449,1779.099776857077,2092.724862486088,,125.45003425160449,2017-04-14,1071.7724464798578,1084.5176479951592,1441.8910081820666,1995.7078026301715,,221.52671777924198,1783.5335392658935,1995.7078026301715,,221.52671777924198
343,USA,Blitz,William Lee,1990-05-21,1,Thunderbirds,2017-04-14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-05-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
344,USA,Blitz,William Lee,1990-05-21,1,Planet Odd,2017-05-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-08-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
345,USA,Bloody Nine,Daniel Foster,1992-11-11,2,Dream Destroyers,2014-05-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-09-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
346,USA,Bloody Nine,Daniel Foster,1992-11-11,2,Boreal eSports,2014-09-28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-10-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
347,USA,Bloody Nine,Daniel Foster,1992-11-11,2,compLexity Gaming,2014-11-03,1054.1490835332997,1108.6341287076089,1720.361023756999,1877.6727724231691,,62.9246994664681,1720.361023756999,1877.6727724231691,,62.9246994664681,2014-11-21,1104.7872783048115,1159.454891138454,1722.592951635513,1852.2339725027734,,51.85640834690422,1599.7665454007858,1852.2339725027734,,51.85640834690422
348,USA,Bloody Nine,Daniel Foster,1992-11-11,2,Team eHug,2015-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
349,USA,Bloody Nine,Daniel Foster,1992-11-11,2,Soggy Mitts,2016-11-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-11-10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
350,USA,Bloody Nine,Daniel Foster,1992-11-11,2,END,2016-11-10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-01-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
351,USA,Bloody Nine,Daniel Foster,1992-11-11,2,Team Red,2017-01-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
352,Russia,Blowyourbrain,Vladislav Morozyuk,1992-10-03,1,The Retry,2011-12-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-01-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
353,Russia,Blowyourbrain,Vladislav Morozyuk,1992-10-03,1,DTS Gaming,2012-01-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-03-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
354,Russia,Blowyourbrain,Vladislav Morozyuk,1992-10-03,1,Team Empire,2012-03-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-09-01,964.2043839956159,988.7902587930712,1194.878872035705,1685.256574280824,,196.1510808980476,1497.579631586666,1685.256574280824,,196.1510808980476
355,Russia,Blowyourbrain,Vladislav Morozyuk,1992-10-03,1,Virtus.pro,2013-11-05,898.4851038672304,888.1962193528368,1476.3849366599006,1653.345358250999,,70.78416863643932,1476.3849366599006,1653.345358250999,,70.78416863643932,2013-11-30,948.1346140503231,942.4284674706286,1461.8745199305972,1672.3826970466048,,84.203270846403,1505.2275610701636,1672.3826970466048,,84.203270846403
356,Russia,Blowyourbrain,Vladislav Morozyuk,1992-10-03,1,Moscow 5,2014-08-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-11-21,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
357,Russia,Blowyourbrain,Vladislav Morozyuk,1992-10-03,1,NewAfkTeam,2015-09-04,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-12-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
358,Russia,Blowyourbrain,Vladislav Morozyuk,1992-10-03,1,The Retry,2015-12-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-12-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
359,Russia,Blowyourbrain,Vladislav Morozyuk,1992-10-03,1,Elements One,2016-01-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-02-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
360,Russia,Blowyourbrain,Vladislav Morozyuk,1992-10-03,1,LQ,2017-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-02-11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
361,China,BoBoKa,Ye Zhibiao,1997-01-06,2,TongFu.WanZhou,2015-07-14,965.0359973266342,933.6959440272065,1339.4375300418599,1622.1281577047473,,113.07625106515495,1339.4375300418599,1622.1281577047473,,113.07625106515495,2015-08-14,953.9463034127401,926.0153456239327,1132.317999614455,1622.1281577047473,,195.92406323611695,1482.676446080614,1622.1281577047473,,195.92406323611695
362,China,BoBoKa,Ye Zhibiao,1997-01-06,2,Team DK,2015-08-14,932.0802432018711,928.8554173893698,863.8960409617822,1573.224328665521,,283.7313150814955,863.8960409617822,1573.224328665521,,283.7313150814955,2015-10-07,953.6490607537214,943.4876471643744,1106.4672778077968,1591.1472266370163,,193.87197953168777,1454.1495447732732,1591.1472266370163,,193.87197953168777
363,China,BoBoKa,Ye Zhibiao,1997-01-06,2,DK Scuderia,2015-10-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-11-18,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
364,China,BoBoKa,Ye Zhibiao,1997-01-06,2,iG Vitality,2015-12-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-03-19,1024.782448086597,1007.54677577183,1207.9251104176653,1829.6969698625096,,248.7087437779377,1658.7739798142188,1829.6969698625096,,248.7087437779377
365,China,BoBoKa,Ye Zhibiao,1997-01-06,2,Invictus Gaming,2016-03-19,1012.449804879182,1013.1784815488236,1109.173809189948,1721.8752767976894,,245.08058704309653,1109.173809189948,1721.8752767976894,,245.08058704309653,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
366,Romania,BOne7,Pittner Armand,1991-02-20,1,GamersLeague,2012-11-19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
367,Romania,BOne7,Pittner Armand,1991-02-20,1,Kaipi,2013-01-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-09-19,1212.5619894974154,1280.497806910502,1785.959683980522,1969.5652030843246,,73.44220764152102,1660.9296165959086,1969.5652030843246,,73.44220764152102
368,Romania,BOne7,Pittner Armand,1991-02-20,1,RSnake.int,2013-09-19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-10-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
369,Romania,BOne7,Pittner Armand,1991-02-20,1,Speed.int,2013-10-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-02-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
370,Romania,BOne7,Pittner Armand,1991-02-20,1,Cloud9,2014-02-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-08-14,1053.838483187313,1064.7296114942328,1651.1834998402092,1928.6215097465633,,110.97520396254164,1770.229959251127,1928.6215097465633,,110.97520396254164
371,Romania,BOne7,Pittner Armand,1991-02-20,1,Kaipi,2015-08-29,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-10-28,1035.4560054776637,1032.370513963811,1405.2903926062856,1846.303478642801,,176.40523441460618,1656.858738186001,1846.303478642801,,176.40523441460618
372,Romania,BOne7,Pittner Armand,1991-02-20,1,Prodota Gaming,2016-11-11,948.2882923513271,933.8355086743819,1264.515345951621,1608.766549539595,,137.70048143518957,1264.515345951621,1608.766549539595,,137.70048143518957,2017-01-08,978.7674245120679,997.4276044632318,1146.1008860401348,1663.519011317313,,206.9672501108713,1434.6446994792982,1663.519011317313,,206.9672501108713
373,Romania,BOne7,Pittner Armand,1991-02-20,1,Kaipi,2017-01-08,1005.0915581008663,1004.634080298404,1187.6738865993261,1823.1191166715153,,254.17809202887565,1187.6738865993261,1823.1191166715153,,254.17809202887565,2017-01-24,1004.560771128856,1004.1509846720917,1099.3852979083617,1823.1191166715153,,289.4935275052614,1632.9749575697174,1823.1191166715153,,289.4935275052614
374,Romania,BOne7,Pittner Armand,1991-02-20,1,Team NP,2017-01-24,1065.2034169281258,1128.5523911807525,1692.960426703356,1988.1750469659519,,118.0858481050384,1692.960426703356,1988.1750469659519,,118.0858481050384,2017-04-06,1108.8606067614019,1132.7449874543115,1740.5008912386409,2034.1308436781753,,117.45198097581375,1785.6664371498732,2034.1308436781753,,117.45198097581375
375,Romania,BOne7,Pittner Armand,1991-02-20,1,Tuho,2017-06-22,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-06-26,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
376,Philippines,Boombacs,Marvin Rushton,1993-01-06,1,Arcanys Gaming,2013-10-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-04-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
377,Philippines,Boombacs,Marvin Rushton,1993-01-06,1,Execration,2015-04-07,1001.7700218509348,1023.0727676129746,1457.3805528884868,1909.5970005851966,,180.8865790786839,1457.3805528884868,1909.5970005851966,,180.8865790786839,2015-05-23,1016.1659018354044,1048.514024358115,1491.368903887277,1698.7698168261365,,82.96036517554383,1520.426864120833,1698.7698168261365,,82.96036517554383
378,Philippines,Boombacs,Marvin Rushton,1993-01-06,1,Rave,2015-06-11,980.521560653866,964.877811833156,1516.7886372068522,1808.766292759183,,116.79106222093233,1516.7886372068522,1808.766292759183,,116.79106222093233,2015-06-16,981.1802966067897,966.065599400718,1454.858181320867,1808.766292759183,,141.56324457532642,1661.211891710072,1808.766292759183,,141.56324457532642
379,Philippines,Boombacs,Marvin Rushton,1993-01-06,1,MSI-EvoGT,2015-06-19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
380,Philippines,Boombacs,Marvin Rushton,1993-01-06,1,Arcanys Gaming,2016-03-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-08-15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
381,Philippines,Boombacs,Marvin Rushton,1993-01-06,1,Clutch Gamers,2016-12-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-12-09,964.6762301313632,947.7239638386559,1105.5760501580983,1687.5958434377605,,232.8079173118649,1644.6578899425376,1687.5958434377605,,232.8079173118649
382,Philippines,Boombacs,Marvin Rushton,1993-01-06,1,Team Admiral,2018-01-15,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
383,Thailand,Boombell,Anurat Praianun,1990-06-30,2,Awake,201?-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-01-10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
384,Thailand,Boombell,Anurat Praianun,1990-06-30,2,MiTH,2014-01-10,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
385,Thailand,Boombell,Anurat Praianun,1990-06-30,2,Signature.Trust,2015-0?-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-02-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
386,Thailand,Boombell,Anurat Praianun,1990-06-30,2,Teros E-Sport,2017-02-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-08-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
387,Thailand,Boombell,Anurat Praianun,1990-06-30,2,Alpha Red,2017-08-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-11-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
388,Indonesia,Bubu,Muhammad Damar,1993-10-23,2,DG,????-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-12-27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
389,Indonesia,Bubu,Muhammad Damar,1993-10-23,2,team nxl,2012-12-27,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2013-11-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
390,Indonesia,Bubu,Muhammad Damar,1993-10-23,2,Rex Regum,2013-11-07,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-05-23,1045.5649189420944,1072.3774133730828,1646.6592766865208,1761.44819644856,,45.91556790481573,1570.5368354917239,1761.44819644856,,45.91556790481573
391,Indonesia,Bubu,Muhammad Damar,1993-10-23,2,The Prime,2014-06-06,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-06-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
392,Indonesia,Bubu,Muhammad Damar,1993-10-23,2,Rex Regum,2015-06-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-10-11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
393,Indonesia,Bubu,Muhammad Damar,1993-10-23,2,Nas Ne Dogonyat,2016-??-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-08-30,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
394,Indonesia,Bubu,Muhammad Damar,1993-10-23,2,The Prime,2016-09-??,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-05-17,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
395,USA,BuLba,Kanishka Sosale,1991-07-10,2,EZ Style,2011-09-02,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2011-12-19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
396,USA,BuLba,Kanishka Sosale,1991-07-10,2,It's Gosu eSports,2011-12-19,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-04-16,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
397,USA,BuLba,Kanishka Sosale,1991-07-10,2,Evil Geniuses,2012-05-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2012-09-12,1068.985183990985,1125.4400125494017,1427.1489695397693,1743.0377328589636,,126.35550532767775,1594.1758687658446,1743.0377328589636,,126.35550532767775
398,USA,BuLba,Kanishka Sosale,1991-07-10,2,Team Liquid,2012-12-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-08-29,1097.8384490998312,1150.970661510909,1497.381526592192,2004.4920444424806,,202.84420714011551,1669.2655103403258,2004.4920444424806,,202.84420714011551
399,USA,BuLba,Kanishka Sosale,1991-07-10,2,Team Tinker,2014-08-11,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-05-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
400,USA,BuLba,Kanishka Sosale,1991-07-10,2,mousesports,2015-05-08,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-07-16,1013.7202431751516,1025.9021976985582,1381.8892476712758,1876.8000423923545,,197.96431788843142,1616.9397031488065,1876.8000423923545,,197.96431788843142
401,USA,BuLba,Kanishka Sosale,1991-07-10,2,Digital Chaos,2015-08-24,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2016-03-25,1121.2986730140178,1180.1072944879215,1631.8491968947967,1920.601840359043,,115.50105738569856,1711.1693901133722,1920.601840359043,,115.50105738569856
402,USA,BuLba,Kanishka Sosale,1991-07-10,2,Evil Geniuses,2016-03-25,1164.9134357081828,1202.0940366640925,1746.925125802144,2022.182444446961,,110.10292745792677,1746.925125802144,2022.182444446961,,110.10292745792677,2016-06-09,1041.0572596647726,1047.7875699768385,1579.8708374023504,1811.4225718966168,,92.6206937977066,1782.3287196312888,1811.4225718966168,,92.6206937977066
403,USA,BuLba,Kanishka Sosale,1991-07-10,2,Team Secret,2016-06-09,1002.3953704389344,984.3189276734498,1497.7662885788418,1771.794019393874,,109.61109232601285,1497.7662885788418,1771.794019393874,,109.61109232601285,2016-08-27,1058.937479735325,1063.0081815828783,1627.8633380287356,1957.185467460164,,131.72885177257143,1765.1109278388199,1957.185467460164,,131.72885177257143
404,USA,BuLba,Kanishka Sosale,1991-07-10,2,Team Liquid,2016-09-16,1090.3516728824413,1098.4947446465294,1473.5544309893312,1957.4237884572033,,193.54774298714884,1473.5544309893312,1957.4237884572033,,193.54774298714884,2017-01-01,1105.6492003086937,1181.9023165446308,1549.0453714131095,2053.8119778148475,,201.90664256069525,1778.2424177263051,2053.8119778148475,,201.90664256069525
405,USA,BuLba,Kanishka Sosale,1991-07-10,2,Team Onyx,2017-01-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2017-04-14,1066.9725679751448,1134.6409574239665,1499.039410442731,1946.344692996962,,178.9221130216924,1653.662428767409,1946.344692996962,,178.9221130216924
406,USA,BuLba,Kanishka Sosale,1991-07-10,2,Digital Chaos,2017-04-14,1071.7724464798578,1084.5176479951592,1441.8910081820666,1995.7078026301715,,221.52671777924198,1441.8910081820666,1995.7078026301715,,221.52671777924198,2017-11-??,1040.475756657108,1048.4019007248844,1285.1515243444883,1921.2349139454755,,254.4333558403949,1705.2965944833263,1921.2349139454755,,254.4333558403949
407,USA,BuLba,Kanishka Sosale,1991-07-10,2,Evil Geniuses,2017-12-20,1110.63277293485,1130.0639235608096,1729.5123102269151,2033.4416860445535,,121.57175032705537,1729.5123102269151,2033.4416860445535,,121.57175032705537,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
408,China,BurNIng,Xu Zhilei,1988-04-02,1,CaNt,2008-10-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2008-11-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
409,China,BurNIng,Xu Zhilei,1988-04-02,1,7L,2008-11-28,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2009-04-20,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
410,China,BurNIng,Xu Zhilei,1988-04-02,1,Ks.cn,2009-05-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2009-11-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
411,China,BurNIng,Xu Zhilei,1988-04-02,1,CityHunter,2009-11-09,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2009-12-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
412,China,BurNIng,Xu Zhilei,1988-04-02,1,EHOME,2010-01-01,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2011-01-14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
413,China,BurNIng,Xu Zhilei,1988-04-02,1,Team DK,2011-01-14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-08-17,1175.5991002709852,1223.5918415215644,1649.3480311694914,2075.984783140303,,170.65470078832467,1839.1921796634656,2075.984783140303,,170.65470078832467
414,China,BurNIng,Xu Zhilei,1988-04-02,1,Team DK,2011-01-14,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2014-08-17,1175.5991002709852,1223.5918415215644,1649.3480311694914,2075.984783140303,,170.65470078832467,1839.1921796634656,2075.984783140303,,170.65470078832467
415,China,BurNIng,Xu Zhilei,1988-04-02,1,Big God,2014-12-31,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,2015-03-05,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A
416,China,BurNIng,Xu Zhilei,1988-04-02,1,Invictus Gaming,2015-03-05,1069.430237342839,1093.9945430446417,1526.2803632155144,1968.6593922859179,,176.9516116281614,1526.2803632155144,1968.6593922859179,,176.9516116281614,2015-09-03,1063.6508442736413,1095.6327095947358,1487.5848253779764,1938.089532136493,,180.20188270340662,1770.2563780367232,1938.089532136493,,180.20188270340662
